year,question_number,subject,question_text,option_a,option_b,option_c,option_d,answer
2023,88,Economy,"Consider the following statements: Statement-I: India accounts for 3.2% of global export of goods. Statement-II: Many companies have taken advantage of India's 'Production-linked Incentive' scheme. [cite_start]Which one of the following is correct? [cite: 1867, 1868, 1869, 1870, 1871]",Both Statement-I and Statement-II are correct and Statement-II is the correct explanation for Statement-I,Both Statement-I and Statement-II are correct and Statement-II is not the correct explanation for Statement-I,Statement-I is correct but Statement-II is incorrect,Statement-I is incorrect but Statement-II is correct,D
2023,89,Current Affairs,"Consider the following statements: The 'Stability and Growth Pact' of the EU is a treaty that: 1. limits budgetary deficit. 2. makes countries share infrastructure. 3. enables sharing of technologies. [cite_start]How many of the above are correct? [cite: 1939, 1940, 1941, 1942, 1943, 1944]",Only one,Only two,All three,,A
2023,90,Current Affairs,"Consider the following statements: 1. Recently all UN countries adopted the GCM for international migration. 2. Objectives in GCM are binding. 3. GCM addresses internal migration. [cite_start]How many of the above statements are correct? [cite: 1952, 1953, 1954, 1955, 1956]",Only one,Only two,All three,,D
2023,91,Polity,"With reference to Home Guards consider the following statements: 1. Raised under Central Government Act and Rules. 2. Role is auxiliary to police in internal security. 3. Border Wing battalions raised in some States to prevent infiltration. [cite_start]How many of the above are correct? [cite: 1958, 1959, 1961, 1963, 1964]",Only one,Only two,All three,,B
2023,92,Polity,"Consider the following pairs: 1. Unauthorized wearing of uniforms: Official Secrets Act 1923. 2. Knowingly misleading a police officer: Indian Evidence Act 1872. 3. Celebratory gunfire: Arms (Amendment) Act 2019. How many pairs are correctly matched? [cite: 1970, 1973, 1975, 1980, 1982]",Only one,Only two,All three,,B
2023,93,Current Affairs,"Consider the following pairs: 1. North Kivu and Ituri: Armenia-Azerbaijan war. 2. Nagorno-Karabakh: Insurgency in Mozambique. 3. Kherson and Zaporizhzhia: Israel-Lebanon dispute. [cite_start]How many pairs are correctly matched? [cite: 2051, 2054, 2055, 2056, 2060, 2062, 2064, 2065]",Only one,Only two,All three,,D
2023,94,Current Affairs,"Consider the following statements: Statement-I: Israel has established diplomatic relations with some Arab States. Statement-II: The 'Arab Peace Initiative' was signed by Israel and Arab League. [cite_start]Which one of the following is correct? [cite: 2072, 2073, 2074, 2075, 2076]",Both Statement-I and Statement-II are correct and Statement-II is the correct explanation for Statement-I,Both Statement-I and Statement-II are correct and Statement-II is not the correct explanation for Statement-I,Statement-I is correct but Statement-II is incorrect,Statement-I is incorrect but Statement-II is correct,C
2023,95,Current Affairs,"Consider the following pairs: 1. Major Dhyan Chand Award: performance over last four years. 2. Arjuna Award: lifetime achievement. 3. Dronacharya Award: honour coaches. 4. Rashtriya Khel Protsahan Puraskar: contribution after retirement. [cite_start]How many pairs are correctly matched? [cite: 2081, 2083, 2084]",Only one,Only two,Only three,All four,B
2023,96,Current Affairs,"Consider the following statements regarding 44th Chess Olympiad 2022: 1. First time held in India. 2. Official mascot 'Thambi'. 3. Open section trophy is Vera Menchik Cup. 4. Women's section trophy is Hamilton-Russell Cup. [cite_start]How many are correct? [cite: 2091, 2092, 2095, 2096, 2097]",Only one,Only two,Only three,All four,B
2023,97,Current Affairs,"Consider the following pairs: 1. Donbas: Syria. 2. Kachin: Ethiopia. 3. Tigray: North Yemen. [cite_start]How many pairs are correctly matched? [cite: 2147, 2148, 2154]",Only one,Only two,All three,,D
2023,98,Current Affairs,In recent years Chad Guinea Mali and Sudan caught international attention for which common reason?[cite: 2161],Discovery of rare earth elements,Establishment of Chinese military bases,Southward expansion of Sahara Desert,Successful coups,D
2023,99,Science & Tech,"Green hydrogen is expected to play a significant role in decarbonizing how many of the following: 1. Fertilizer plants 2. Oil refineries 3. Steel plants? [cite: 2149, 2150, 2151, 2152, 2153]",Only one,Only two,All three,,C
2023,100,Current Affairs,"Consider the following statements about G-20: 1. Originally established for Finance Ministers and Central Bank Governors. 2. Digital public infrastructure is one of India's G-20 priorities. [cite_start]Which is correct? [cite: 2169, 2171, 2172, 2173]",1 only,2 only,Both 1 and 2,Neither 1 nor 2,C
2024,1,Geography,Statement-I: The atmosphere is heated more by incoming solar radiation than by terrestrial radiation. Statement-II: Carbon dioxide and other greenhouse gases in the atmosphere are good absorbers of long wave radiation. Which one of the following is correct in respect of the above statements?,Both Statement-I and Statement-II are correct and Statement-II explains Statement-I,Both Statement-I and Statement-II are correct but Statement-II does not explain Statement-I,Statement-I is correct but Statement-II is incorrect,Statement-I is incorrect but Statement-II is correct,D
2024,2,Geography,"Statement-I: Thickness of the troposphere at the equator is much greater as compared to poles. Statement-II: At the equator, heat is transported to great heights by strong convectional currents. Which one of the following is correct in respect of the above statements?",Both Statement-I and Statement-II are correct and Statement-II explains Statement-I,Both Statement-I and Statement-II are correct but Statement-II does not explain Statement-I,Statement-I is correct but Statement-II is incorrect,Statement-I is incorrect but Statement-II is correct,A
2024,3,Geography,How many of the following are products of volcanic eruptions? 1. Pyroclastic debris 2. Ash and dust 3. Nitrogen compounds 4. Sulphur compounds,Only one,Only two,Only three,All four,D
2024,4,Geography,"Which of the following is/are correct inference/inferences from isothermal maps in the month of January? 1. The isotherms deviate to the north over the ocean and to the south over the continent. 2. The presence of cold ocean currents, Gulf Stream and North Atlantic Drift make the North Atlantic Ocean colder and the isotherms bend towards the north.",1 only,2 only,Both 1 and 2,Neither 1 nor 2,A
2024,5,Geography,Which of the following countries are well known as the two largest cocoa producers in the world?,Algeria and Morocco,Botswana and Namibia,CÃ´te d'Ivoire and Ghana,Madagascar and Mozambique,C
2024,6,Geography,"With reference to the Himalayan rivers joining the Ganga downstream of Prayagraj from West to East, which one of the following sequences is correct?",Ghaghara - Gomati - Gandak - Kosi,Gomati - Ghaghara - Gandak - Kosi,Ghaghara - Gomati - Kosi - Gandak,Gomati - Ghaghara - Kosi - Gandak,B
2024,7,Geography,Statement-I: Rainfall is one of the reasons for weathering of rocks. Statement-II: Rain water contains carbon dioxide in solution. Statement-III: Rain water contains atmospheric oxygen. Which one of the following is correct in respect of the above statements?,Both Statement-II and Statement-III are correct and both of them explain Statement-I,Both Statement-II and Statement-III are correct but only one of them explains Statement-I,Only one of the Statements II and III is correct and that explains Statement-I,Neither Statement-II nor Statement-III is correct,A
2024,8,Geography,How many of the following countries have a border with the North Sea? 1. Finland 2. Germany 3. Norway 4. Russia,Only one,Only two,Only three,All four,B
2024,9,Geography,In how many of the following rows is the information correctly matched? 1. Dhuandhar-Malwa-Narmada 2. Hundru-Chota Nagpur-Subarnarekha 3. Gersoppa-Western Ghats-Netravati,Only one,Only two,All three,,A
2024,10,Geography,In how many of the following rows is the information correctly matched? 1. Central Asia-Vosges-Fold mountain 2. Europe-Alps-Block mountain 3. North America-Appalachians-Fold mountain 4. South America-Andes-Fold mountain,Only one,Only two,Only three,All four,B
2024,11,Current Affairs,"In the recent past, which of the following airports have been constructed as Greenfield projects? 1. Donyi Polo Airport 2. Kushinagar International Airport 3. Vijayawada International Airport",1 only,2 only,Both 1 and 2,Neither 1 nor 2,A
2024,12,Geography,"With reference to 'water vapour', which of the following statements is/are correct? 1. It is a gas, the amount of which decreases with altitude. 2. Its percentage is maximum at the poles.",1 only,2 only,Both 1 and 2,Neither 1 nor 2,A
2024,13,Geography,Consider the following description: 1. Annual and daily range of temperatures is low. 2. Precipitation occurs throughout the year. 3. Precipitation varies between 50 cm - 250 cm. What is this type of climate?,Equatorial climate,China type climate,Humid subtropical climate,Marine West coast climate,D
2024,14,Geography,"With reference to 'Coriolis force', which of the following statements is/are correct? 1. It increases with increase in wind velocity. 2. It is maximum at the poles and is absent at the equator.",1 only,2 only,Both 1 and 2,Neither 1 nor 2,C
2024,15,Geography,"On June 21 every year, which of the following latitude(s) experience(s) a sunlight of more than 12 hours? 1. Equator 2. Tropic of Cancer 3. Tropic of Capricorn 4. Arctic Circle",1 only,2 only,3 and 4,2 and 4,D
2024,16,Environment & Ecology,"One of the following regions has the world's largest tropical peatland, which holds about three years worth of global carbon emissions from fossil fuels; and the possible destruction of which can exert detrimental effect on the global climate. Which one of the following denotes that region?",Amazon Basin,Congo Basin,Kikori Basin,Rio de la Plata Basin,B
2024,17,Environment & Ecology,"With reference to perfluoroalkyl and polyfluoroalkyl substances (PFAS), consider the following statements: 1. PFAS are found to be widespread in drinking water, food and food packaging materials. 2. PFAS are not easily degraded in the environment. 3. Persistent exposure to PFAS can lead to bioaccumulation in animal bodies.",1 and 2 only,2 and 3 only,1 and 3 only,"1, 2 and 3",D
2024,18,Science & Tech,Parasitoid species are found in how many of the following kind of organisms? 1. Carabid beetles 2. Centipedes 3. Flies 4. Termites 5. Wasps,Only two,Only three,Only four,All five,B
2024,19,Geography,How many of the following plants belong to the pea family? 1. Groundnut 2. Horse-gram 3. Soybean,Only one,Only two,All three,,C
2024,20,Environment & Ecology,"Statement-I: The Indian Flying Fox is placed under the 'vermin' category in the Wild Life (Protection) Act, 1972. Statement-II: The Indian Flying Fox feeds on the blood of other animals. Which one of the following is correct in respect of the above statements?",Both Statement-I and Statement-II are correct and Statement-II explains Statement-I,Both Statement-I and Statement-II are correct but Statement-II does not explain Statement-I,Statement-I is correct but Statement-II is incorrect,Statement-I is incorrect but Statement-II is correct,X
2024,21,Environment & Ecology,"The organisms 'Cicada, Froghopper and Pond skater' are:",Birds,Fish,Insects,Reptiles,C
2024,22,Environment & Ecology,Statement-I: Many chewing gums found in the market are considered a source of environmental pollution. Statement-II: Many chewing gums contain plastic as gum base. Which one of the following is correct in respect of the above statements?,Both Statement-I and Statement-II are correct and Statement-II explains Statement-I,Both Statement-I and Statement-II are correct but Statement-II does not explain Statement-I,Statement-I is correct but Statement-II is incorrect,Statement-I is incorrect but Statement-II is correct,A
2024,23,Environment & Ecology,How many of the following pairs are correctly matched? 1. Brazil-Indri 2. Indonesia-Elk 3. Madagascar-Bonobo,Only one,Only two,All three,,D
2024,24,Current Affairs,"Regarding World Toilet Organization: 1. It is one of the agencies of the United Nations. 2. World Toilet Summit, World Toilet Day and World Toilet College are initiatives of this organization. 3. Main focus is to grant funds to least developed countries to achieve end of open defecation.",2 only,3 only,1 and 2,2 and 3,A
2024,25,Environment & Ecology,"Which of the statements are correct? 1. Lions do not have a particular breeding season. 2. Unlike most other big cats, cheetahs do not roar. 3. Unlike male lions, male leopards do not proclaim their territory by scent marking.",1 and 2 only,2 and 3 only,1 and 3 only,"1, 2 and 3",A
2024,26,Current Affairs,Which one of the following is the correct description of '100 Million Farmers'?,"Platform for food/water systems transition (net-zero, nature-positive)",Network for organic animal husbandry,Blockchain platform for fertilizer trade,Platform for FPOs to access global markets,A
2024,27,Economy,How many of the following are considered 'Distributed Energy Resources'? 1. Battery storage 2. Biomass generators 3. Fuel cells 4. Rooftop solar photovoltaic units,Only one,Only two,Only three,All four,D
2024,28,Environment & Ecology,Which one of the following shows a unique relationship with an insect that has coevolved with it and that is the only insect that can pollinate this tree?,Fig,Mahua,Sandalwood,Silk cotton,A
2024,29,Environment & Ecology,How many of the following have poisonous species among them? 1. Butterflies 2. Fish 3. Frogs,Only one,Only two,All three,,C
2024,30,Environment & Ecology,How many of the following trees are actually native to India? 1. Cashew 2. Papaya 3. Red sanders,Only one,Only two,All three,,A
2024,31,Science & Tech,"With reference to radioisotope thermoelectric generators (RTGs): 1. RTGs are miniature fission reactors. 2. Used for powering spacecraft. 3. Can use Plutonium-238, a by-product of weapons development.",1 and 2 only,2 and 3 only,1 and 3 only,"1, 2 and 3",B
2024,32,Science & Tech,"Statement-I: Giant stars live much longer than dwarf stars. Statement-II: Compared to dwarf stars, giant stars have a greater rate of nuclear reactions.",Both Statement-I and Statement-II are correct and Statement-II explains Statement-I,Both Statement-I and Statement-II are correct but Statement-II does not explain Statement-I,Statement-I is correct but Statement-II is incorrect,Statement-I is incorrect but Statement-II is correct,D
2024,33,Science & Tech,Which one of the following is synthesised in human body that dilates blood vessels and increases blood flow?,Nitric oxide,Nitrous oxide,Nitrogen dioxide,Nitrogen pentoxide,A
2024,34,Science & Tech,In how many of the following activities can the radars be used? 1. Tracking animal migration 2. Narcotic identification at airports 3. Precipitation monitoring,Only one,Only two,All three,,B
2024,35,Science & Tech,How many of the following are considered fifth generation fighter aircraft? 1. Rafale 2. MiG-29 3. Tejas MK-1,Only one,Only two,All three,,D
2024,36,Science & Tech,In which of the following are hydrogels used? 1. Controlled drug delivery 2. Mobile air-conditioning 3. Industrial lubricants,1 only,1 and 2 only,2 and 3 only,"1, 2 and 3",A
2024,37,Science & Tech,"Which one of the following is the exhaust pipe emission from Fuel Cell Electric Vehicles, powered by hydrogen?",Hydrogen peroxide,Hydronium,Oxygen,Water vapour,D
2024,38,Economy,The term 'pumped-storage hydropower' is discussed in the context of:,Irrigation of terraced fields,Lift irrigation for cereals,Long duration energy storage,Rainwater harvesting,C
2024,39,Environment & Ecology,'Membrane Bioreactors' are often discussed in the context of:,Assisted reproductive technologies,Drug delivery nanotechnologies,Vaccine production technologies,Wastewater treatment technologies,D
2024,40,Economy,'Collateral Borrowing and Lending Obligations' are the instruments of:,Bond market,Forex market,Money market,Stock market,C
2024,41,Economy,The total fertility rate in an economy is defined as:,Children born per 1000 people per year,Children born to a couple in their lifetime,Birth rate minus death rate,Average live births a woman would have by end of child-bearing age,D
2024,42,Economy,Consider the following statements: 1. NBFCs can access RBI's LAF window. 2. FIIs can hold G-Secs. 3. Stock Exchanges can offer separate trading platforms for debts.,1 and 2 only,3 only,"1, 2 and 3",2 and 3 only,C
2024,43,Economy,"In India, which of the following can trade in Corporate Bonds and Government Securities? 1. Insurance Companies 2. Pension Funds 3. Retail Investors",1 and 2 only,2 and 3 only,1 and 3 only,"1, 2 and 3",D
2024,44,Economy,Which of the following is/are considered financial instruments? 1. Exchange-Traded Funds (ETF) 2. Motor vehicles 3. Currency swap,1 only,2 and 3 only,"1, 2 and 3",1 and 3 only,D
2024,45,Economy,How many of the following pairs are correctly matched? 1. Storage of ag produce-Secondary 2. Dairy farm-Primary 3. Mineral exploration-Tertiary 4. Weaving cloth-Secondary,Only one,Only two,Only three,All four,B
2024,46,Environment & Ecology,Which of the following can be used as feedstock for producing Sustainable Aviation Fuel? 1. Agricultural residues 2. Corn grain 3. Wastewater treatment sludge 4. Wood mill waste,1 and 2 only,3 and 4 only,"1, 2, 3 and 4","1, 3 and 4 only",C
2024,47,Economy,How many of the following pairs (Physical Capital) are correctly matched? 1. Farmer's plough-Working capital 2. Computer-Fixed capital 3. Yarn-Fixed capital 4. Petrol-Working capital,Only one,Only two,Only three,All four,B
2024,48,Science & Tech,Which phrase denotes 'an interoperable network of 3D virtual worlds... where users can exert property rights over virtual items'?,Big data analytics,Cryptography,Metaverse,Virtual matrix,C
2024,49,Economy,Regarding RBI rules for foreign banks: 1. No minimum capital requirement for WOS. 2. At least 50% of board members should be Indian nationals for WOS.,1 only,2 only,Both 1 and 2,Neither 1 nor 2,D
2024,50,Economy,Regarding CSR rules in India: 1. Benefits to company/employees directly not considered CSR. 2. Rules do not specify minimum spending.,1 only,2 only,Both 1 and 2,Neither 1 nor 2,A
2024,51,Economy,"Statement-I: If USA defaults, Treasury Bond holders cannot exercise claims for payment. Statement-II: USA Govt debt is not backed by hard assets, only by faith.",Both Statement-I and Statement-II are correct and Statement-II explains Statement-I,Both Statement-I and Statement-II are correct but Statement-II does not explain Statement-I,Statement-I is correct but Statement-II is incorrect,Statement-I is incorrect but Statement-II is correct,A
2024,52,Economy,Statement-I: Syndicated lending spreads risk across multiple lenders. Statement-II: It can be a lump sum but cannot be a credit line.,Both Statement-I and Statement-II are correct and Statement-II explains Statement-I,Both Statement-I and Statement-II are correct but Statement-II does not explain Statement-I,Statement-I is correct but Statement-II is incorrect,Statement-I is incorrect but Statement-II is correct,X
2024,53,Economy,Regarding digital rupee: 1. Sovereign currency by RBI. 2. Liability on RBI balance sheet. 3. Insured against inflation. 4. Freely convertible against cash.,1 and 2 only,1 and 3 only,2 and 4 only,"1, 2 and 4",D
2024,54,Ancient History,Gautama Buddha was known by which epithets? 1. Nayaputta 2. Shakyamuni 3. Tathagata,1 only,2 and 3 only,"1, 2 and 3",None of the above,B
2024,55,Ancient History,Which rows are correctly matched? 1. Chandraketugarh-Odisha-Trading port 2. Inamgaon-Maharashtra-Chalcolithic 3. Mangadu-Kerala-Megalithic 4. Salihundam-Andhra-Rock-cut cave,1 and 2,2 and 3,3 and 4,1 and 4,B
2024,56,Medieval History,Which ruler of medieval India gave permission to the Portuguese to build a fort at Bhatkal?,Krishnadevaraya,Narasimha Saluva,Muhammad Shah III,Yusuf Adil Shah,A
2024,57,Modern History,Regarding revenue collection: 1. Ryotwari: peasants exempted during bad harvests. 2. Permanent Settlement: Zamindar removed if revenue not paid by fixed date.,1 only,2 only,Both 1 and 2,Neither 1 nor 2,X
2024,58,Art and Culture,Consider statements: 1. There are no parables in Upanishads. 2. Upanishads were composed earlier than Puranas.,1 only,2 only,Both 1 and 2,Neither 1 nor 2,B
2024,59,Economy,Consider statements: 1. India is a member of International Grains Council. 2. Membership is needed to export/import rice and wheat.,1 only,2 only,Both 1 and 2,Neither 1 nor 2,A
2024,60,Art and Culture,Which was the latest inclusion in the Intangible Cultural Heritage List of UNESCO?,Chhau dance,Durga puja,Garba dance,Kumbh mela,C
2024,61,Polity,Who was the Provisional President of the Constituent Assembly before Dr. Rajendra Prasad?,C. Rajagopalachari,Dr. B.R. Ambedkar,T.T. Krishnamachari,Dr. Sachchidananda Sinha,D
2024,62,Polity,"Regarding Govt of India Act, 1935: 1. Provided for All India Federation. 2. Defence/Foreign Affairs under federal legislature control.",1 only,2 only,Both 1 and 2,Neither 1 nor 2,A
2024,63,Ancient History,Which one of the following is a work attributed to playwright Bhasa?,Kavyalankara,Natyashastra,Madhyama-vyayoga,Mahabhashya,C
2024,64,Ancient History,"Sanghabhuti, Indian monk in China (4th century AD), wrote a commentary on:",Prajnaparamita Sutra,Visuddhimagga,Sarvastivada Vinaya,Lalitavistara,C
2024,65,Art and Culture,How many of these properties were included in UNESCO World Heritage List in 2023? 1. Shantiniketan 2. Rani-ki-Vav 3. Sacred Ensembles of Hoysalas 4. Mahabodhi Temple,Only one,Only two,Only three,All four,B
2024,66,Polity,Parliament may amend Constitution per Article 368 by way of: 1. Addition 2. Variation 3. Repeal,1 and 2 only,2 and 3 only,1 and 3 only,"1, 2 and 3",D
2024,67,Current Affairs,Countries mentioned for low birth rates/ageing population: 1. Italy 2. Japan 3. Nigeria 4. South Korea 5. South Africa,"1, 2 and 4","1, 3 and 5",2 and 4 only,3 and 5 only,A
2024,68,Polity,Correct about Money Bill: 1. Art 109 mentions procedure. 2. Not introduced in Rajya Sabha. 3. Rajya Sabha cannot reject. 4. Suggestions must be accepted by Lok Sabha.,1 and 2 only,"1, 2 and 3",2 and 3 only,"1, 3 and 4",C
2024,69,Current Affairs,Correct equivalent ranks: 1. Brigadier-Air Commodore-Commander 2. Major General-Air Vice Marshal-Vice Admiral 3. Major-Squadron Leader-Lt Commander 4. Lt Colonel-Group Captain-Captain,1 and 4,1 and 3,"2, 3 and 4",3 only,D
2024,70,Polity,North Eastern Council (post-2002) comprises: 1. Governor 2. Chief Minister 3. Three nominees by President 4. Home Minister,"1, 2 and 3 only","1, 3 and 4 only",2 and 4 only,"1, 2, 3 and 4",A
2024,71,Polity,How many Delimitation Commissions constituted till Dec 2023?,One,Two,Three,Four,D
2024,72,Polity,71st Amendment added which languages to 8th Schedule? 1. Konkani 2. Manipuri 3. Nepali 4. Maithili,"1, 2 and 3","1, 2 and 4","1, 3 and 4","2, 3 and 4",A
2024,73,Modern History,How many matched correctly? 1. Jana Sangh-Mukherjee 2. Socialist-Rajagopalachari 3. Congress for Democracy-Jagjivan Ram 4. Swatantra-Narendra Dev,Only one,Only two,Only three,All four,B
2024,74,Polity,Correct about Constitution: 1. Municipalities Part IX A. 2. Emergency Part XVIII. 3. Amendment Part XX.,1 and 2 only,2 and 3 only,1 and 3 only,"1, 2 and 3",D
2024,75,Polity,Correct as per Constitution:,Inter-State trade is State subject,Inter-State migration is State subject,Inter-State quarantine is Union subject,Corporation tax is State subject,C
2024,76,Polity,Under which Article did SC place Right to Privacy?,Article 15,Article 16,Article 19,Article 21,D
2024,77,Polity,Duties of CDS: 1. Perm Chairman COSC. 2. Military command over Service Chiefs. 3. Principal Military Advisor to DM on tri-service matters.,"1, 2 and 3",1 and 2 only,2 and 3 only,1 and 3 only,D
2024,78,Current Affairs,Army operations for remote area upliftment/basic needs:,Operation Sankalp,Operation Maitri,Operation Sadbhavana,Operation Madad,C
2024,79,Geography,Longest border in the world is between:,Canada and USA,Chile and Argentina,China and India,Kazakhstan and Russia,A
2024,80,Polity,Ethics Committee Lok Sabha: 1. Initially ad-hoc. 2. Only LS member can complain. 3. Cannot take up sub-judice matters.,1 and 2 only,2 and 3 only,1 and 3 only,"1, 2 and 3",C
2024,81,Current Affairs,Nari Shakti Vandan Adhiniyam: 1. Effective from 18th LS. 2. Force for 15 years. 3. Quota for SC women within SC quota.,"1, 2 and 3",1 and 2 only,2 and 3 only,1 and 3 only,C
2024,82,Current Affairs,Exercise Mitra Shakti-2023: 1. India-Bangladesh. 2. Aundh (Pune). 3. Counter-terrorism goal. 4. IAF part of it.,"1, 2 and 3","1, 2 and 4","1, 3 and 4","2, 3 and 4",D
2024,83,Polity,Writ of Prohibition is issued to:,Govt officer to stop action,Parliament to pass law,Lower court to stop proceedings,Govt to stop unconstitutional policy,C
2024,84,Polity,Consider statements: 1. Governor declares ST. 2. ST in one state need not be in another.,1 only,2 only,Both 1 and 2,Neither 1 nor 2,B
2024,85,Polity,Union Budget: 1. FM on behalf of PM lays AFS. 2. Demand for grant only on President's recommendation.,1 only,2 only,Both 1 and 2,Neither 1 nor 2,C
2024,86,Current Affairs,Author of 'The India Way' and 'Why Bharat Matters':,Bhupender Yadav,Nalin Mehta,Shashi Tharoor,S. Jaishankar,D
2024,87,Current Affairs,How many matched correctly? 1. Argentina-Economic crisis 2. Sudan-War (Army vs Paramilitary) 3. Turkey-Left NATO,Only one pair,Only two pairs,All three pairs,None of the pairs,B
2024,88,Geography,Statement-I: Sumed pipeline is strategic for Persian Gulf oil to Europe. Statement-II: It connects Red Sea with Mediterranean.,Both Statement-I and Statement-II are correct and Statement-II explains Statement-I,Both Statement-I and Statement-II are correct but Statement-II does not explain Statement-I,Statement-I is correct but Statement-II is incorrect,Statement-I is incorrect but Statement-II is correct,A
2024,89,Geography,Red Sea: 1. Very little precipitation. 2. No water enters from rivers.,1 only,2 only,Both 1 and 2,Neither 1 nor 2,C
2024,90,Environment & Ecology,EPA's largest source of sulphur dioxide emissions:,Locomotives,Ships,Metal extraction,Power plants (fossil fuels),D
2024,91,Current Affairs,Statement-I: Instability in Sahel. Statement-II: Recent military coups in Sahel countries.,Both Statement-I and Statement-II are correct and Statement-II explains Statement-I,Both Statement-I and Statement-II are correct but Statement-II does not explain Statement-I,Statement-I is correct but Statement-II is incorrect,Statement-I is incorrect but Statement-II is correct,A
2024,92,Economy,Statement-I: India doesn't import apples from USA. Statement-II: Law prohibits GM food import without approval.,Both Statement-I and Statement-II are correct and Statement-II explains Statement-I,Both Statement-I and Statement-II are correct but Statement-II does not explain Statement-I,Statement-I is correct but Statement-II is incorrect,Statement-I is incorrect but Statement-II is correct,D
2024,93,Polity,Speaker removal resolution: 1. Shall not preside. 2. Shall not speak. 3. No vote in first instance.,1 only,1 and 2 only,2 and 3 only,"1, 2 and 3",A
2024,94,Polity,Parliament Dissolution: 1. Bill pending in LS lapses. 2. Bill passed LS pending RS lapses. 3. Joint sitting notified bill lapses.,1 only,1 and 2,2 and 3,3 only,B
2024,95,Polity,Parliament: 1. Prorogation doesn't need CoM advice. 2. Prorogation can happen while in session. 3. Dissolution on CoM advice.,1 only,1 and 2,2 and 3,3 only,C
2024,96,Current Affairs,Statement-I: EU approved Net-Zero Industry Act. Statement-II: EU aims for carbon neutrality by 2040 and clean tech by then.,Both Statement-I and Statement-II are correct and Statement-II explains Statement-I,Both Statement-I and Statement-II are correct but Statement-II does not explain Statement-I,Statement-I is correct but Statement-II is incorrect,Statement-I is incorrect but Statement-II is correct,C
2024,97,Current Affairs,Statement-I: Venezuela recovered from crisis and stopped emigration. Statement-II: Venezuela has world's largest oil reserves.,Both Statement-I and Statement-II are correct and Statement-II explains Statement-I,Both Statement-I and Statement-II are correct but Statement-II does not explain Statement-I,Statement-I is correct but Statement-II is incorrect,Statement-I is incorrect but Statement-II is correct,D
2024,98,Economy,Land Records Modernisation: 1. Central Govt 100% funding. 2. Cadastral Maps digitised. 3. Transliterate RoR to 8th Schedule languages.,"1, 3 and 4",2 and 3 only,2 only,"1, 2 and 4",D
2024,99,Current Affairs,PM Surakshit Matritva Abhiyan: 1. Antenatal care 2nd/3rd trimester and 6 months post-delivery. 2. Private providers can volunteer at govt facilities.,1 only,2 only,Both 1 and 2,Neither 1 nor 2,B
2024,100,Economy,"PM-SYM Yojana: 1. Entry age 21-40. 2. Age specific contribution. 3. Min pension â‚¹3,000. 4. Family pension for spouse/unmarried daughters.",1 and 2 only,2 and 3 only,1 and 3 only,"1, 2 and 3",B
2025,1,Economy,"With reference to investments, consider the following: I. Bonds II. Hedge Funds III. Stocks IV. Venture Capital. How many of the above are treated as Alternative Investment Funds?",Only one,Only two,Only three,All the four,b
2025,2,Economy,Which of the following are the sources of income for the Reserve Bank of India? I. Buying and selling Government bonds II. Buying and selling foreign currency III. Pension fund management IV. Lending to private companies V. Printing and distributing currency notes,I and II only,"II, III and IV","I, III, IV and V","I, II and V",d
2025,3,Economy,"With reference to the Government of India, consider the following matches: I. Directorate of Enforcement - Fugitive Economic Offenders Act 2018 - Ministry of Home Affairs; II. Directorate of Revenue Intelligence - Customs Act 1962 - Ministry of Finance; III. Directorate General of Systems and Data Management - Big data analytics for tax - Ministry of Finance. How many are correctly matched?",Only one,Only two,All the three,,a
2025,4,Economy,Consider the following statements: I. The RBI mandates all listed companies to submit a Business Responsibility and Sustainability Report (BRSR). II. A company submitting a BRSR makes disclosures that are largely non-financial in nature.,I only,II only,Both I and II,Neither I nor II,b
2025,5,Economy,"Statement I: In India, income from allied agricultural activities like poultry and wool rearing in rural areas is exempted from any tax. Statement II: In India, rural agricultural land is not considered a capital asset under the Income-tax Act, 1961.",Both correct & II explains I,Both correct & II does not explain I,I is correct but II is not,I is not correct but II is correct,d
2025,6,Current Affairs,Consider the following: I. India has joined the Minerals Security Partnership. II. India is resource-rich in all 30 critical minerals identified. III. Parliament in 2023 amended the MMDR Act empowering Central Govt to exclusively auction mining leases for certain critical minerals.,I and II only,II and III only,I and III only,"I, II and III",c
2025,7,Economy,Statement I: Bondholders are generally at lower risk than stockholders. Statement II: Bondholders are lenders whereas stockholders are owners. Statement III: Bondholders are prioritized over stockholders for repayment.,Both II & III correct and explain I,Both II & III correct but only one explains I,Only one of II or III is correct,Neither II nor III is correct,a
2025,8,Economy,Consider the following: I. India accounts for a large portion of all global equity option contracts. II. Indiaâ€™s stock market recently overtook Hong Kongâ€™s. III. There is no regulatory body to warn small investors about options trading risks or act on unregistered advisors.,I and II only,II and III only,I and III only,"I, II and III",a
2025,9,Environment & Ecology,Statement I: Circular economy reduces greenhouse gas emissions. Statement II: Circular economy reduces the use of raw materials. Statement III: Circular economy reduces wastage in production.,Both II & III correct and explain I,Both II & III correct but only one explains I,Only one of II or III is correct,Neither II nor III is correct,a
2025,10,Economy,Consider the following: I. Capital receipts create a liability or reduce Government assets. II. Borrowings and disinvestment are capital receipts. III. Interest received on loans creates a liability of the Government.,I and II only,II and III only,I and III only,"I, II and III",a
2025,11,Modern History,About Raja Ram Mohan Roy: I. He possessed love for traditional Eastern philosophical systems. II. He desired acceptance of rational/scientific approaches and human dignity/equality.,I only,II only,Both I and II,Neither I nor II,c
